ID,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400,,,,,,,,,,,,,,,,,,,,
13,Isabelle Cote,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508194,-125.1533737,22/04/2024,1.5,SE,10:12,EGL,8.5,2,1,aha,Artedius harringtoni,Scalyhead sculpin,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Isabelle Cote,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508194,-125.1533737,22/04/2024,1.5,SE,10:12,EGL,8.5,2,1,hka,Haliotis kamtschatkana,Pinto abalone,16,0,1,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Isabelle Cote,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508194,-125.1533737,22/04/2024,1.5,SE,10:12,EGL,8.5,2,1,acol,Amphissa columbiana,Wrinkled dove snail,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Isabelle Cote,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508194,-125.1533737,22/04/2024,1.5,SE,10:12,EGL,8.5,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Isabelle Cote,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508194,-125.1533737,22/04/2024,1.5,SE,10:12,EGL,8.5,2,1,cli,Calliostoma ligatum,Blue top shell,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Isabelle Cote,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508194,-125.1533737,22/04/2024,1.5,SE,10:12,EGL,8.5,2,1,cha,Chlamys hastata,Spear scallop,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Isabelle Cote,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508194,-125.1533737,22/04/2024,1.5,SE,10:12,EGL,8.5,2,1,Paguristes,Paguristes sp,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Isabelle Cote,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508194,-125.1533737,22/04/2024,1.5,SE,10:12,EGL,8.5,2,1,owr,Opalia wroblewskyi,Boreal wentletrap,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Isabelle Cote,Em Lim,BMSC8,Baeria Rocks North Island Northside,48.95508194,-125.1533737,22/04/2024,1.5,SE,10:12,EGL,8.5,2,1,dim,Dermasterias imbricata,Leather star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,1,1,sma,Sebastes maliger,Quillback rockfish,6,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,1,1,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,mfra,Mesocentrotus franciscanus,Red sea urchin,179,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,aca,Apostichopus californicus,California sea cucumber,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,ami,Acmaea mitra,Whitecap limpet,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,jzo,Jordania zonope,Longfin sculpin,10,0,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,pmi,Patiria miniata,Bat star,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,acol,Amphissa columbiana,Wrinkled dove snail,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,hka,Haliotis kamtschatkana,Pinto abalone,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,spu,Strongylocentrotus purpuratus,Purple sea urchin (?),2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,oko,Orthasterias koehleri,Rainbow star,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,aha,Artedius harringtoni,Scalyhead sculpin,4,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,9,0,,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,pcau,Pagurus caurinus,Greenmark hermit crab,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,0,1,oel,Ophiodon elongatus,Lingcod,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,sac,Scyra acutifrons,Sharpnose crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,pbe,Pagurus beringanus,Bering hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,0,1,sma,Sebastes maliger,Quillback rockfish,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,dim,Dermasterias imbricata,Leather star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,pgi,Pomaulax gibberosus,Red turban shell,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,owr,Opalia wroblewskyi,Boreal wentletrap,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,afe,Artedius fenestralis,Padded sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Isabelle Cote,Em Lim,BMSC6,Baeria Rocks South Island,48.95023346,-125.1555481,22/04/2024,1.5,SW,12:45,EGL,11,2,1,ete,Elassochirus tenuimanus,Widehand hermitcrab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,1,1,nsf,No species found,No species found,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,mfra,Mesocentrotus franciscanus,Red sea urchin,183,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,ami,Acmaea mitra,Whitecap limpet,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,phem,Pagurus hemphilli,Maroon hermit,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,das,Diodora aspera,Rough keyhole limpet,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,hcr,Hermissenda crassicornis,Opalescent nudibranch,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,aca,Apostichopus californicus,California sea cucumber,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,pgi,Pomaulax gibberosus,Red turban shell,95,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,pmi,Patiria miniata,Bat star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,aha,Artedius harringtoni,Scalyhead sculpin,4,0,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,7,0,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,hka,Haliotis kamtschatkana,Pinto abalone,9,0,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,sac,Scyra acutifrons,Sharpnose crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,dsa,Diaulula sandiegensis,Ringed doris,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,dim,Dermasterias imbricata,Leather star,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,ahu,Acanthodoris hudsoni,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,oko,Orthasterias koehleri,Rainbow star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,11,0,,2,4,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,cli,Calliostoma ligatum,Blue top shell,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,dal,Dirona albolineata,White-line dirona,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,poc,Pisaster ochraceus,Purple sea star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,tmo,Triopha modesta,Sea clown,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,sac,Scyra acutifrons,Sharpnose crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Isabelle Cote,Em Lim,BMSC5,Taylor Rock,48.82733154,-125.1966019,23/04/2024,1.5,E,9:50,EGL,6.5,2,1,dez,Debris - Zero,No Debris found,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,1,1,hde,Hexagrammos decagrammus,Kelp greenling,3,0,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,1,1,rni,Rhinogobiops nicholsii,Blackeye goby,4,0,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,1,1,sme,Sebastes melanops,Black rockfish,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,1,1,oel,Ophiodon elongatus,Lingcod,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,0,0,nle,Neverita lewisii,Lewis' Moon snail,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,23,0,,5,10,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,mfra,Mesocentrotus franciscanus,Red sea urchin,93,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,aha,Artedius harringtoni,Scalyhead sculpin,6,0,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,ami,Acmaea mitra,Whitecap limpet,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,dodo,Diaulula odonoghuei,Spotted dorid,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,cli,Calliostoma ligatum,Blue top shell,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,pcau,Pagurus caurinus,Greenmark hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,hka,Haliotis kamtschatkana,Pinto abalone,29,0,8,12,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,phem,Pagurus hemphilli,Maroon hermit,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,pmi,Patiria miniata,Bat star,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,poc,Pisaster ochraceus,Purple sea star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,0,1,hde,Hexagrammos decagrammus,Kelp greenling,3,0,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,0,1,sca,Sebastes caurinus,Copper rockfish,2,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,0,1,sme,Sebastes melanops,Black rockfish,2,0,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,dim,Dermasterias imbricata,Leather star,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,das,Diodora aspera,Rough keyhole limpet,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,hle,Henricia leviuscula,Pacific blood star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,pbe,Pagurus beringanus,Bering hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,etr,Evasterias troschelii,Mottled starfish,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,hcr,Hermissenda crassicornis,Opalescent nudibranch,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,aca,Apostichopus californicus,California sea cucumber,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,spu,Strongylocentrotus purpuratus,Purple sea urchin (?),1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,pno,Peltodoris nobility,Noble sea lemon,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,oko,Orthasterias koehleri,Rainbow star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,dmo,Doris montereyensis,Monterey sea lemon,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Isabelle Cote,Em Lim,BMSC9,Eagle Bay,48.83478928,-125.1470261,23/04/2024,2,SW,12:36,EGL,6.5,2,1,deo,Debris - Other,"Any debris OTHER THAN fishing gear, made of plastic, cloth, metal, glass or timber",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,1,1,rni,Rhinogobiops nicholsii,Blackeye goby,15,0,,,3,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
