site_code,survey_type,site_name,survey_date,latitude,longitude,depth,species_name,size_class,transect_total,density
KCCA2,shallow kelp,Between Scotts and Bradys,2022-07-05,48.83287,-125.1493,3.1,Haliotis kamtschatkana,7.5,13,0.13
KCCA2,shallow kelp,Between Scotts and Bradys,2022-07-05,48.83287,-125.1493,3.1,Haliotis kamtschatkana,10,11,0.11
KCCA3,shallow kelp,Dodger Channel 1,2022-07-06,48.83072,-125.19439,2.2,Haliotis kamtschatkana,2.5,1,0.01
KCCA3,shallow kelp,Dodger Channel 1,2022-07-06,48.83072,-125.19439,2.2,Haliotis kamtschatkana,5,2,0.02
KCCA4,shallow kelp,Flemming 112,2022-07-07,48.87868,-125.1434,3.4,Haliotis kamtschatkana,2.5,3,0.03
KCCA4,shallow kelp,Flemming 112,2022-07-07,48.87868,-125.1434,3.4,Haliotis kamtschatkana,5,6,0.06
KCCA4,shallow kelp,Flemming 112,2022-07-07,48.87868,-125.1434,3.4,Haliotis kamtschatkana,7.5,1,0.01
KCCA2,shallow kelp,Between Scotts and Bradys,2022-07-05,48.83287,-125.1493,3.1,Haliotis kamtschatkana,12.5,5,0.05
KCCA3,shallow kelp,Dodger Channel 1,2022-07-06,48.83072,-125.19439,2.2,Haliotis kamtschatkana,7.5,2,0.02
KCCA5,shallow kelp,Swiss Boy,2022-07-23,48.916283,-125.131133,4,Haliotis kamtschatkana,5,25,0.25
KCCA5,shallow kelp,Swiss Boy,2022-07-23,48.916283,-125.131133,4,Haliotis kamtschatkana,7.5,14,0.14
KCCA5,shallow kelp,Swiss Boy,2022-07-23,48.916283,-125.131133,4,Haliotis kamtschatkana,10,9,0.09
KCCA5,shallow kelp,Swiss Boy,2022-07-23,48.916283,-125.131133,4,Haliotis kamtschatkana,12.5,8,0.08
KCCA6,rocky reef,Less Dangerous Bay,2022-07-24,48.87535,-125.0915,4,Haliotis kamtschatkana,5,1,0.01
KCCA5,shallow kelp,Swiss Boy,2022-07-23,48.916283,-125.131133,4,Haliotis kamtschatkana,2.5,2,0.02
KCCA7,shallow kelp,Ed King East Inside,2022-07-25,48.83608,-125.2131,3,Haliotis kamtschatkana,5,1,0.01
KCCA7,shallow kelp,Ed King East Inside,2022-07-25,48.83608,-125.2131,3,Haliotis kamtschatkana,7.5,7,0.07
KCCA7,shallow kelp,Ed King East Inside,2022-07-25,48.83608,-125.2131,3,Haliotis kamtschatkana,10,5,0.05
KCCA7,shallow kelp,Ed King East Inside,2022-07-25,48.83608,-125.2131,3,Haliotis kamtschatkana,12.5,2,0.02
KCCA7,shallow kelp,Ed King East Inside,2022-07-25,48.83608,-125.2131,3,Haliotis kamtschatkana,15,2,0.02
KCCA8,shallow kelp,Dixon Island Back (Bay),2022-07-26,48.85395,-125.1161,3.5,Haliotis kamtschatkana,5,5,0.05
KCCA8,shallow kelp,Dixon Island Back (Bay),2022-07-26,48.85395,-125.1161,3.5,Haliotis kamtschatkana,7.5,3,0.03
KCCA8,shallow kelp,Dixon Island Back (Bay),2022-07-26,48.85395,-125.1161,3.5,Haliotis kamtschatkana,10,2,0.02
KCCA9,shallow kelp,Wizard Islet South,2022-07-27,48.85728,-125.1595,3,Haliotis kamtschatkana,2.5,1,0.01
KCCA9,shallow kelp,Wizard Islet South,2022-07-27,48.85728,-125.1595,3,Haliotis kamtschatkana,5,10,0.1
KCCA9,shallow kelp,Wizard Islet South,2022-07-27,48.85728,-125.1595,3,Haliotis kamtschatkana,7.5,14,0.14
KCCA9,shallow kelp,Wizard Islet South,2022-07-27,48.85728,-125.1595,3,Haliotis kamtschatkana,10,8,0.08
KCCA9,shallow kelp,Wizard Islet South,2022-07-27,48.85728,-125.1595,3,Haliotis kamtschatkana,12.5,1,0.01
KCCA11,shallow kelp,Ross Islet 2,2022-07-29,48.87229,-125.1627,3.2,Haliotis kamtschatkana,7.5,2,0.02
KCCA11,shallow kelp,Ross Islet 2,2022-07-29,48.87229,-125.1627,3.2,Haliotis kamtschatkana,10,1,0.01
KCCA11,shallow kelp,Ross Islet 2,2022-07-29,48.87229,-125.1627,3.2,Haliotis kamtschatkana,12.5,1,0.01
KCCA8,shallow kelp,Dixon Island Back (Bay),2022-07-26,48.85395,-125.1161,3.5,Haliotis kamtschatkana,2.5,1,0.01
KCCA11,shallow kelp,Ross Islet 2,2022-07-29,48.87229,-125.1627,3.2,Haliotis kamtschatkana,2.5,1,0.01
KCCA11,shallow kelp,Ross Islet 2,2022-07-29,48.87229,-125.1627,3.2,Haliotis kamtschatkana,5,2,0.02
KCCA7,shallow kelp,Ed King East Inside,2022-07-25,48.83608,-125.2131,3,Haliotis kamtschatkana,0,23,0.23
KCCA12,shallow kelp,North Helby Rock,2022-08-03,48.85831,-125.1649,3.5,Haliotis kamtschatkana,7.5,4,0.04
KCCA12,shallow kelp,North Helby Rock,2022-08-03,48.85831,-125.1649,3.5,Haliotis kamtschatkana,10,4,0.04
KCCA13,shallow kelp,Second Beach South,2022-08-05,48.81508,-125.17585,6.5,Haliotis kamtschatkana,7.5,4,0.04
KCCA13,shallow kelp,Second Beach South,2022-08-05,48.81508,-125.17585,6.5,Haliotis kamtschatkana,10,5,0.05
KCCA13,shallow kelp,Second Beach South,2022-08-05,48.81508,-125.17585,6.5,Haliotis kamtschatkana,12.5,1,0.01
KCCA14,shallow kelp,Danvers Danger Rock,2022-08-06,48.877,-125.0923,3,Haliotis kamtschatkana,7.5,3,0.03
KCCA14,shallow kelp,Danvers Danger Rock,2022-08-06,48.877,-125.0923,3,Haliotis kamtschatkana,10,3,0.03
KCCA14,shallow kelp,Danvers Danger Rock,2022-08-06,48.877,-125.0923,3,Haliotis kamtschatkana,12.5,3,0.03
KCCA14,shallow kelp,Danvers Danger Rock,2022-08-06,48.877,-125.0923,3,Haliotis kamtschatkana,15,2,0.02
KCCA14,shallow kelp,Danvers Danger Rock,2022-08-06,48.877,-125.0923,3,Haliotis kamtschatkana,5,2,0.02
KCCA12,shallow kelp,North Helby Rock,2022-08-03,48.85831,-125.1649,3.5,Haliotis kamtschatkana,5,1,0.01
KCCA13,shallow kelp,Second Beach South,2022-08-05,48.81508,-125.17585,6.5,Haliotis kamtschatkana,5,2,0.02
KCCA17,shallow kelp,Turf Island 2,2022-08-20,48.884864,-125.146937,2.5,Haliotis kamtschatkana,5,1,0.01
KCCA17,shallow kelp,Turf Island 2,2022-08-20,48.884864,-125.146937,2.5,Haliotis kamtschatkana,7.5,1,0.01
KCCA17,shallow kelp,Turf Island 2,2022-08-20,48.884864,-125.146937,2.5,Haliotis kamtschatkana,10,2,0.02
KCCA18,shallow kelp,Second Beach,2022-08-21,48.815969,-125.174,4.5,Haliotis kamtschatkana,5,17,0.17
KCCA18,shallow kelp,Second Beach,2022-08-21,48.815969,-125.174,4.5,Haliotis kamtschatkana,7.5,17,0.17
KCCA18,shallow kelp,Second Beach,2022-08-21,48.815969,-125.174,4.5,Haliotis kamtschatkana,10,8,0.08
KCCA18,shallow kelp,Second Beach,2022-08-21,48.815969,-125.174,4.5,Haliotis kamtschatkana,12.5,3,0.03
KCCA18,shallow kelp,Second Beach,2022-08-21,48.815969,-125.174,4.5,Haliotis kamtschatkana,15,2,0.02
KCCA18,shallow kelp,Second Beach,2022-08-21,48.815969,-125.174,4.5,Haliotis kamtschatkana,20,1,0.01
KCCA18,shallow kelp,Second Beach,2022-08-21,48.815969,-125.174,4.5,Haliotis kamtschatkana,2.5,3,0.03
KCCA19,rocky reef,Wizard Islet North,2022-08-22,48.85916,-125.15908,5,Haliotis kamtschatkana,7.5,3,0.03
KCCA19,rocky reef,Wizard Islet North,2022-08-22,48.85916,-125.15908,5,Haliotis kamtschatkana,2.5,1,0.01
KCCA19,rocky reef,Wizard Islet North,2022-08-22,48.85916,-125.15908,5,Haliotis kamtschatkana,5,3,0.03
KCCA20,shallow kelp,Nanat Bay,2022-08-31,48.880543,-125.076486,6.5,Haliotis kamtschatkana,2.5,1,0.01
KCCA21,shallow kelp,Bordelais Island,2022-09-01,48.81822,-125.2294516,3.5,Haliotis kamtschatkana,7.5,1,0.01
KCCA21,shallow kelp,Bordelais Island,2022-09-01,48.81822,-125.2294516,3.5,Haliotis kamtschatkana,10,2,0.02
KCCA21,shallow kelp,Bordelais Island,2022-09-01,48.81822,-125.2294516,3.5,Haliotis kamtschatkana,15,1,0.01
KCCA22,shallow kelp,Taylor Rock,2022-09-05,48.82721,-125.19717,3.5,Haliotis kamtschatkana,7.5,4,0.04
KCCA22,shallow kelp,Taylor Rock,2022-09-05,48.82721,-125.19717,3.5,Haliotis kamtschatkana,10,6,0.06
KCCA22,shallow kelp,Taylor Rock,2022-09-05,48.82721,-125.19717,3.5,Haliotis kamtschatkana,12.5,3,0.03
KCCA22,shallow kelp,Taylor Rock,2022-09-05,48.82721,-125.19717,3.5,Haliotis kamtschatkana,2.5,2,0.02
KCCA22,shallow kelp,Taylor Rock,2022-09-05,48.82721,-125.19717,3.5,Haliotis kamtschatkana,5,4,0.04
KCCA23,shallow kelp,Flemming 114,2022-09-08,48.8915,-125.1149,7,Haliotis kamtschatkana,10,1,0.01
KCCA11,shallow kelp,Ross Islet 2,2022-09-13,48.87229,-125.1627,3.2,Haliotis kamtschatkana,5,2,0.02
KCCA11,shallow kelp,Ross Islet 2,2022-09-13,48.87229,-125.1627,3.2,Haliotis kamtschatkana,7.5,3,0.03
KCCA11,shallow kelp,Ross Islet 2,2022-09-13,48.87229,-125.1627,3.2,Haliotis kamtschatkana,10,2,0.02
KCCA11,shallow kelp,Ross Islet 2,2022-09-13,48.87229,-125.1627,3.2,Haliotis kamtschatkana,12.5,1,0.01
KCCA11,shallow kelp,Ross Islet 2,2022-09-13,48.87229,-125.1627,3.2,Haliotis kamtschatkana,2.5,1,0.01
KCCA13,shallow kelp,Second Beach South,2022-09-15,48.81508,-125.17585,7,Haliotis kamtschatkana,7.5,2,0.02
KCCA13,shallow kelp,Second Beach South,2022-09-15,48.81508,-125.17585,7,Haliotis kamtschatkana,10,2,0.02
KCCA13,shallow kelp,Second Beach South,2022-09-15,48.81508,-125.17585,7,Haliotis kamtschatkana,12.5,3,0.03
KCCA13,shallow kelp,Second Beach South,2022-09-15,48.81508,-125.17585,7,Haliotis kamtschatkana,15,1,0.01
KCCA6,rocky reef,Less Dangerous Bay,2022-09-18,48.87535,-125.0915,5,Haliotis kamtschatkana,7.5,4,0.04
KCCA6,rocky reef,Less Dangerous Bay,2022-09-18,48.87535,-125.0915,5,Haliotis kamtschatkana,10,3,0.03
KCCA6,rocky reef,Less Dangerous Bay,2022-09-18,48.87535,-125.0915,5,Haliotis kamtschatkana,2.5,3,0.03
KCCA6,rocky reef,Less Dangerous Bay,2022-09-18,48.87535,-125.0915,5,Haliotis kamtschatkana,5,10,0.1
KCCA13,shallow kelp,Second Beach South,2022-09-15,48.81508,-125.17585,7,Haliotis kamtschatkana,0,28,0.28
KCCA13,shallow kelp,Second Beach South,2022-09-15,48.81508,-125.17585,7,Haliotis kamtschatkana,5,2,0.02
KCCA10,shallow kelp,Dodger Channel 2,2022-07-28,48.83941,-125.20042,5,Haliotis kamtschatkana,7.5,2,0.02
